POI_METHOD,Epsilon,AUC,TP,FP,FN,Recall/TPR,Precision,F1,FPR
ssba,1e-71,0.7134804084210526,96,615,2404,0.0384,0.1350210970464135,0.05979445655559015,0.012947368421052631
ssba,1e-72,0.7134804084210526,92,593,2408,0.0368,0.1343065693430657,0.057770800627943486,0.012484210526315789
ssba,1e-73,0.7134804084210526,91,571,2409,0.0364,0.13746223564954682,0.05755850727387729,0.012021052631578948
ssba,1e-74,0.7134804084210526,90,542,2410,0.036,0.14240506329113925,0.05747126436781609,0.011410526315789473
ssba,1e-75,0.7134804084210526,84,519,2416,0.0336,0.13930348258706468,0.05414115372220432,0.010926315789473685
ssba,1e-76,0.7134804084210526,80,496,2420,0.032,0.1388888888888889,0.05201560468140442,0.010442105263157895
ssba,1e-77,0.7134804084210526,78,471,2422,0.0312,0.14207650273224043,0.05116431616923581,0.009915789473684211
ssba,1e-78,0.7134804084210526,71,454,2429,0.0284,0.13523809523809524,0.04694214876033058,0.009557894736842105
ssba,1e-79,0.7134804084210526,67,433,2433,0.0268,0.134,0.04466666666666667,0.00911578947368421
ssba,1e-80,0.7134804084210526,65,419,2435,0.026,0.13429752066115702,0.0435656836461126,0.008821052631578948
ssba,1e-81,0.7134804084210526,60,400,2440,0.024,0.13043478260869565,0.04054054054054054,0.008421052631578947
ssba,1e-82,0.7134804084210526,59,376,2441,0.0236,0.135632183908046,0.040204429301533215,0.007915789473684211
ssba,1e-83,0.7134804084210526,56,362,2444,0.0224,0.1339712918660287,0.03838245373543523,0.007621052631578948
ssba,1e-84,0.7134804084210526,55,344,2445,0.022,0.13784461152882205,0.037944118661607455,0.007242105263157894
ssba,1e-85,0.7134804084210526,53,325,2447,0.0212,0.1402116402116402,0.03683113273106324,0.006842105263157895
ssba,1e-86,0.7134804084210526,51,309,2449,0.0204,0.14166666666666666,0.03566433566433567,0.006505263157894737
ssba,1e-87,0.7134804084210526,48,299,2452,0.0192,0.138328530259366,0.03371970495258166,0.0062947368421052636
ssba,1e-88,0.7134804084210526,47,286,2453,0.0188,0.14114114114114115,0.033180374161666075,0.006021052631578947
ssba,1e-89,0.7134804084210526,45,275,2455,0.018,0.140625,0.031914893617021274,0.005789473684210527
ssba,1e-90,0.7134804084210526,42,266,2458,0.0168,0.13636363636363635,0.02991452991452991,0.0056
ssba,1e-91,0.7134804084210526,38,249,2462,0.0152,0.13240418118466898,0.027269465374955153,0.005242105263157895
ssba,1e-92,0.7134804084210526,35,238,2465,0.014,0.1282051282051282,0.02524341868012982,0.005010526315789474
ssba,1e-93,0.7134804084210526,33,224,2467,0.0132,0.12840466926070038,0.02393906420021763,0.0047157894736842105
ssba,1e-94,0.7134804084210526,33,212,2467,0.0132,0.1346938775510204,0.024043715846994537,0.0044631578947368425
ssba,1e-95,0.7134804084210526,33,205,2467,0.0132,0.13865546218487396,0.024105186267348432,0.00431578947368421
ssba,1e-96,0.7134804084210526,33,201,2467,0.0132,0.14102564102564102,0.024140453547915146,0.004231578947368421
ssba,1e-97,0.7134804084210526,33,192,2467,0.0132,0.14666666666666667,0.024220183486238535,0.004042105263157895
ssba,1e-98,0.7134804084210526,32,183,2468,0.0128,0.14883720930232558,0.023572744014732968,0.0038526315789473684
ssba,1e-99,0.7134804084210526,31,178,2469,0.0124,0.14832535885167464,0.022886674049464747,0.0037473684210526316
ssba,1e-100,0.7134804084210526,29,165,2471,0.0116,0.14948453608247422,0.02152932442464736,0.003473684210526316
wanet,1.0,0.94118248,2500,36643,0,1.0,0.0638683800424086,0.12006819873688254,0.7714315789473685
wanet,0.1,0.94118248,2500,30291,0,1.0,0.07624043182580587,0.14167918166104673,0.6377052631578948
wanet,0.01,0.94118248,2500,27389,0,1.0,0.08364281173675935,0.15437339837599184,0.5766105263157895
wanet,0.001,0.94118248,2500,25158,0,1.0,0.0903897606479138,0.16579348763180582,0.5296421052631579
wanet,0.0001,0.94118248,2500,23373,0,1.0,0.0966258261508136,0.17622387481055937,0.49206315789473687
wanet,1e-05,0.94118248,2500,21745,0,1.0,0.10311404413281089,0.1869508319312021,0.4577894736842105
wanet,1e-06,0.94118248,2500,20359,0,1.0,0.10936611400323723,0.1971686580701132,0.4286105263157895
wanet,1e-07,0.94118248,2500,19153,0,1.0,0.11545744238673625,0.20701362149629446,0.4032210526315789
wanet,1e-08,0.94118248,2499,18035,1,0.9996,0.12170059413655401,0.21698358947642615,0.3796842105263158
wanet,1e-09,0.94118248,2499,16968,1,0.9996,0.12837108953613807,0.22752310283607227,0.35722105263157894
wanet,1e-10,0.94118248,2496,15996,4,0.9984,0.13497728747566515,0.23780487804878048,0.3367578947368421
wanet,1e-11,0.94118248,2494,15104,6,0.9976,0.14172065007387202,0.24818389889541245,0.317978947368421
wanet,1e-12,0.94118248,2490,14327,10,0.996,0.14806445858357614,0.2578040068333592,0.30162105263157896
wanet,1e-13,0.94118248,2489,13575,11,0.9956,0.15494272908366533,0.26815341521223873,0.28578947368421054
wanet,1e-14,0.94118248,2489,12916,11,0.9956,0.16157091853294384,0.2780228986316671,0.2719157894736842
wanet,1e-15,0.94118248,2487,12281,13,0.9948,0.16840465872156013,0.28804725503822104,0.25854736842105264
wanet,1e-16,0.94118248,2486,11727,14,0.9944,0.17491029339337227,0.29749296954466586,0.2468842105263158
wanet,1e-17,0.94118248,2483,11195,17,0.9932,0.18153238777599065,0.3069600692298183,0.2356842105263158
wanet,1e-18,0.94118248,2476,10706,24,0.9904,0.18783189197390382,0.3157760489733452,0.22538947368421053
wanet,1e-19,0.94118248,2469,10252,31,0.9876,0.19408851505384797,0.3244202089218842,0.21583157894736843
wanet,1e-20,0.94118248,2459,9823,41,0.9836,0.20021169190685556,0.33270193478555,0.2068
wanet,1e-21,0.94118248,2453,9438,47,0.9812,0.2062904717853839,0.34090751163921895,0.19869473684210526
wanet,1e-22,0.94118248,2447,9043,53,0.9788,0.21296779808529157,0.3498213009292352,0.19037894736842106
wanet,1e-23,0.94118248,2441,8736,59,0.9764,0.21839491813545675,0.3569496234554361,0.1839157894736842
wanet,1e-24,0.94118248,2430,8424,70,0.972,0.22388059701492538,0.36393589935599824,0.17734736842105264
wanet,1e-25,0.94118248,2424,8128,76,0.9696,0.22971948445792267,0.37143732761262643,0.17111578947368422
wanet,1e-26,0.94118248,2416,7882,84,0.9664,0.23460866187609244,0.3775589935927489,0.16593684210526316
wanet,1e-27,0.94118248,2407,7631,93,0.9628,0.23978880255030882,0.3839527835380443,0.16065263157894738
wanet,1e-28,0.94118248,2399,7396,101,0.9596,0.24492087799897908,0.39023993493289955,0.15570526315789474
wanet,1e-29,0.94118248,2385,7186,115,0.954,0.24919026225054852,0.39516195841272467,0.1512842105263158
wanet,1e-30,0.94118248,2369,6983,131,0.9476,0.2533147989734816,0.399763752953088,0.14701052631578948
wanet,1e-31,0.94118248,2359,6771,141,0.9436,0.2583789704271632,0.40567497850386935,0.14254736842105264
wanet,1e-32,0.94118248,2353,6584,147,0.9412,0.26328745664093095,0.41147153973944217,0.13861052631578946
wanet,1e-33,0.94118248,2341,6427,159,0.9364,0.26699361313868614,0.4155129570465033,0.13530526315789473
wanet,1e-34,0.94118248,2329,6272,171,0.9316,0.270782467154982,0.4196018376722818,0.1320421052631579
wanet,1e-35,0.94118248,2324,6124,176,0.9296,0.27509469696969696,0.4245524296675191,0.1289263157894737
wanet,1e-36,0.94118248,2305,5983,195,0.922,0.2781129343629344,0.42732665925101965,0.1259578947368421
wanet,1e-37,0.94118248,2285,5848,215,0.914,0.2809541374646502,0.4297940374306405,0.1231157894736842
wanet,1e-38,0.94118248,2270,5697,230,0.908,0.2849253169323459,0.43374414827553265,0.11993684210526316
wanet,1e-39,0.94118248,2250,5575,250,0.9,0.28753993610223644,0.4358353510895884,0.11736842105263158
wanet,1e-40,0.94118248,2234,5448,266,0.8936,0.29080968497787035,0.4388135926144176,0.11469473684210527
wanet,1e-41,0.94118248,2219,5347,281,0.8876,0.29328575204863866,0.4408901251738525,0.11256842105263158
wanet,1e-42,0.94118248,2195,5239,305,0.878,0.29526499865482914,0.44191664988926915,0.11029473684210526
wanet,1e-43,0.94118248,2178,5129,322,0.8712,0.2980703435062269,0.4441725298256348,0.10797894736842105
wanet,1e-44,0.94118248,2160,5027,340,0.864,0.3005426464449701,0.445958501083927,0.10583157894736842
wanet,1e-45,0.94118248,2142,4936,358,0.8568,0.3026278609776773,0.4472750052202965,0.10391578947368421
wanet,1e-46,0.94118248,2128,4833,372,0.8512,0.3057032035627065,0.4498467392453229,0.10174736842105263
wanet,1e-47,0.94118248,2110,4738,390,0.844,0.30811915887850466,0.4514334617030381,0.09974736842105263
wanet,1e-48,0.94118248,2092,4636,408,0.8368,0.31093935790725324,0.4534026874729085,0.0976
wanet,1e-49,0.94118248,2069,4558,431,0.8276,0.3122076354308133,0.4533800810781199,0.0959578947368421
wanet,1e-50,0.94118248,2050,4482,450,0.82,0.3138395590936926,0.45394154118689106,0.0943578947368421
wanet,1e-51,0.94118248,2032,4396,468,0.8128,0.31611698817672684,0.4551971326164875,0.09254736842105263
wanet,1e-52,0.94118248,2017,4328,483,0.8068,0.3178881008668243,0.4560768795929904,0.0911157894736842
wanet,1e-53,0.94118248,1996,4251,504,0.7984,0.31951336641587963,0.4563850463015892,0.08949473684210527
wanet,1e-54,0.94118248,1972,4169,528,0.7888,0.321120338707051,0.4564286540909617,0.08776842105263158
wanet,1e-55,0.94118248,1949,4096,551,0.7796,0.32241521918941274,0.4561732007021651,0.08623157894736842
wanet,1e-56,0.94118248,1930,4020,570,0.772,0.3243697478991597,0.4568047337278107,0.08463157894736842
wanet,1e-57,0.94118248,1906,3948,594,0.7624,0.32558934062179706,0.4563083552789083,0.08311578947368421
wanet,1e-58,0.94118248,1879,3883,621,0.7516,0.3261020479000347,0.45485354635681435,0.08174736842105264
wanet,1e-59,0.94118248,1861,3809,639,0.7444,0.32821869488536154,0.4555691554467564,0.08018947368421053
wanet,1e-60,0.94118248,1837,3749,663,0.7348,0.3288578589330469,0.4543655701211971,0.07892631578947368
wanet,1e-61,0.94118248,1814,3691,686,0.7256,0.32951861943687555,0.45321673953778885,0.07770526315789474
wanet,1e-62,0.94118248,1790,3613,710,0.716,0.33129742735517304,0.45299253448057697,0.07606315789473685
wanet,1e-63,0.94118248,1768,3540,732,0.7072,0.33308214016578747,0.45286885245901637,0.07452631578947369
wanet,1e-64,0.94118248,1746,3471,754,0.6984,0.33467510063254746,0.4525074510820267,0.07307368421052632
wanet,1e-65,0.94118248,1714,3405,786,0.6856,0.33483102168392265,0.44992781204882537,0.0716842105263158
wanet,1e-66,0.94118248,1690,3349,810,0.676,0.3353840047628498,0.4483353229871337,0.07050526315789474
wanet,1e-67,0.94118248,1671,3282,829,0.6684,0.33737129012719563,0.4484100362270227,0.06909473684210526
wanet,1e-68,0.94118248,1645,3225,855,0.658,0.337782340862423,0.44640434192673,0.06789473684210526
wanet,1e-69,0.94118248,1630,3171,870,0.652,0.33951260154134555,0.44651417614025474,0.0667578947368421
wanet,1e-70,0.94118248,1612,3122,888,0.6448,0.3405154203633291,0.4456732098424108,0.06572631578947369
wanet,1e-71,0.94118248,1584,3062,916,0.6336,0.340938441670254,0.44332493702770787,0.06446315789473685
wanet,1e-72,0.94118248,1566,3001,934,0.6264,0.3428946792204949,0.44318664213952175,0.06317894736842106
wanet,1e-73,0.94118248,1553,2950,947,0.6212,0.3448811903175661,0.4435242039126088,0.06210526315789474
wanet,1e-74,0.94118248,1530,2897,970,0.612,0.34560650553422184,0.44174967518406244,0.060989473684210524
wanet,1e-75,0.94118248,1511,2840,989,0.6044,0.34727648816364054,0.44110348854181874,0.059789473684210524
wanet,1e-76,0.94118248,1493,2796,1007,0.5972,0.34809979016087667,0.4398291353660333,0.05886315789473684
wanet,1e-77,0.94118248,1467,2742,1033,0.5868,0.34853884533143265,0.43732299895662546,0.05772631578947368
wanet,1e-78,0.94118248,1442,2697,1058,0.5768,0.3483933317226383,0.4344027715017322,0.056778947368421054
wanet,1e-79,0.94118248,1413,2648,1087,0.5652,0.3479438561930559,0.4307270233196159,0.05574736842105263
wanet,1e-80,0.94118248,1394,2588,1106,0.5576,0.3500753390256153,0.4301141622955878,0.05448421052631579
wanet,1e-81,0.94118248,1369,2539,1131,0.5476,0.35030706243602866,0.4272784019975031,0.05345263157894737
wanet,1e-82,0.94118248,1343,2483,1157,0.5372,0.351019341348667,0.42459690167562447,0.05227368421052631
wanet,1e-83,0.94118248,1316,2435,1184,0.5264,0.3508397760597174,0.42105263157894735,0.051263157894736844
wanet,1e-84,0.94118248,1295,2392,1205,0.518,0.35123406563601844,0.41861968643930825,0.05035789473684211
wanet,1e-85,0.94118248,1265,2349,1235,0.506,0.35002767017155506,0.41380438338240105,0.049452631578947366
wanet,1e-86,0.94118248,1241,2305,1259,0.4964,0.3499717992103779,0.4105193516374463,0.04852631578947368
wanet,1e-87,0.94118248,1222,2256,1278,0.4888,0.35135135135135137,0.4088323854131817,0.04749473684210526
wanet,1e-88,0.94118248,1206,2212,1294,0.4824,0.35283791691047395,0.407570125042244,0.04656842105263158
wanet,1e-89,0.94118248,1178,2163,1322,0.4712,0.3525890451960491,0.4033555897962678,0.04553684210526316
wanet,1e-90,0.94118248,1152,2119,1348,0.4608,0.3521858758789361,0.39923756714607517,0.044610526315789475
wanet,1e-91,0.94118248,1126,2072,1374,0.4504,0.3520950594121326,0.39522639522639524,0.04362105263157895
wanet,1e-92,0.94118248,1101,2032,1399,0.4404,0.3514203638684966,0.3909107047754305,0.042778947368421055
wanet,1e-93,0.94118248,1081,2000,1419,0.4324,0.35086011035378123,0.3873857731589321,0.042105263157894736
wanet,1e-94,0.94118248,1056,1958,1444,0.4224,0.35036496350364965,0.383025027203482,0.04122105263157895
wanet,1e-95,0.94118248,1041,1915,1459,0.4164,0.35216508795669826,0.3815982404692082,0.04031578947368421
wanet,1e-96,0.94118248,1016,1876,1484,0.4064,0.35131396957123096,0.37685459940652816,0.03949473684210526
wanet,1e-97,0.94118248,990,1830,1510,0.396,0.35106382978723405,0.3721804511278196,0.038526315789473686
wanet,1e-98,0.94118248,971,1781,1529,0.3884,0.3528343023255814,0.36976389946686977,0.03749473684210526
wanet,1e-99,0.94118248,953,1733,1547,0.3812,0.35480268056589725,0.367527959892017,0.03648421052631579
wanet,1e-100,0.94118248,938,1686,1562,0.3752,0.35746951219512196,0.36612021857923505,0.035494736842105266
